Epoch,Training Loss,Validation Loss,Training Accuracy,Validation Accuracy
1,1.7974728875542536,1.780288608868917,0.2512458264827728,0.26294443011283875
2,1.769564850160433,1.7792652824189927,0.2668151557445526,0.2574722468852997
3,1.7581418838957636,1.7330748298433092,0.2784103751182556,0.2936111092567444
4,1.7488421780494912,1.7203445402781168,0.284221887588501,0.29802778363227844
5,1.7429770714456094,1.727594141430325,0.2848830819129944,0.308472216129303
6,1.732255137710104,1.7386787552303737,0.2954760491847992,0.2748611271381378
7,1.7315147549644079,1.6997926431232029,0.29411888122558594,0.3194444477558136
8,1.721614263503748,1.6918849224514432,0.3023315668106079,0.3113611340522766
9,1.7218032916032924,1.6993187642097474,0.30105096101760864,0.31761112809181213
10,1.7115019048773632,1.7369346393479241,0.30906879901885986,0.304027795791626
11,1.7078640101216154,1.6599563137690225,0.3093123733997345,0.3362500071525574
12,1.7070284196422467,1.6698782801628114,0.31096187233924866,0.3273611068725586
13,1.7031114514261683,1.6469163454903497,0.3141286075115204,0.3468055725097656
14,1.6995559853806528,1.648840871387058,0.3123677670955658,0.34672221541404724
15,1.6951999540849358,1.6740287393993802,0.31926506757736206,0.324055552482605
16,1.6899022401573929,1.6343383921517267,0.321123331785202,0.3490277826786041
17,1.6847818408883228,1.631199712753296,0.32730376720428467,0.35458335280418396
18,1.6851502724639027,1.6807417268223233,0.32542458176612854,0.32269445061683655
19,1.678458376026366,1.6450036062134636,0.32740816473960876,0.3375277817249298
20,1.6768766011055434,1.6275748199886746,0.32766565680503845,0.3521111011505127
